type_chaussure,prix,adresse,image_link
Baskets Nike Dunk Low Ucla,20.000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4844092_uploaded_image1_1721055195.jpg
Chaussures Travis scott,29.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4840020_uploaded_image1_1720792855.jpg
Adidas,Prix.sur.demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4839293_uploaded_image1_1720767417.jpg
Chaussures homme,Prix.sur.demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4839283_uploaded_image1_1720767204.jpg
Chaussures Adidas A1,Prix.sur.demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4839274_uploaded_image1_1720766904.jpg
Chaussures homme,35.000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_4836420_uploaded_image1_1720626949.jpg
Nocta Hot step 2,Prix.sur.demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4834432_uploaded_image1_1720535149.jpg
Chaussures homme,Prix.sur.demande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4792026_uploaded_image1_1718190886.jpg
Chaussures homme,7.500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4794902_uploaded_image1_1718331133.jpg
Babouches  homme,5.000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4833343_uploaded_image2_1720484903.jpeg
Chaussures homme,5.000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4833341_uploaded_image1_1720484788.jpg
Nul pied homme,6.000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4833339_uploaded_image1_1720484667.jpg
Chaussures homme,4.000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4833336_uploaded_image1_1720484464.jpg
Chaussures homme,9.000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4833330_uploaded_image1_1720483927.jpg
Babouches,12.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4794658_uploaded_image1_1718312219.jpg
Babouches homme,12.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4794649_uploaded_image1_1718311659.jpg
Babouches homme,12.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4794651_uploaded_image1_1718311761.jpg
Chaussures Adidas,Prix.sur.demande,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_4832196_uploaded_image1_1720441457.jpg
Chaussures Timberland,Prix.sur.demande,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_4832190_uploaded_image1_1720441343.jpg
Chaussures homme,Prix.sur.demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4830990_uploaded_image1_1720375081.jpg
Chaussures homme,20.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4830864_uploaded_image1_1720368319.jpg
Chaussures de marques,20.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4830845_uploaded_image1_1720367259.jpg
Baskets Dior homme,20.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4830837_uploaded_image1_1720366960.jpg
Mocassins homme,20.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4827692_uploaded_image1_1720187683.jpg
Chaussures Mark,20.000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4784748_uploaded_image1_1717770958.jpg
Crocs homme,7.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4823955_uploaded_image1_1720017128.jpg
Baskets New Balance,24.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4823828_uploaded_image1_1720013678.jpg
Chaussures Massimo Dutti,23.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4823820_uploaded_image1_1720013554.jpg
Chaussures Air Force One,14.900,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4823818_uploaded_image1_1720013470.jpg
Sandales originales,12.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4823815_uploaded_image1_1720013383.jpg
Chuassures class,22.000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_4823496_uploaded_image1_1720004953.jpg
Chaussures Balenciaga,125.000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4822752_uploaded_image1_1719965254.jpg
Pantoufles,3.500,"Thies, Sénégal",https://images.coinafrique.com/thumb_4822571_uploaded_image1_1719957283.jpg
Baskets New Balance,30.000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4820648_uploaded_image1_1719878081.jpg
Chaussures Nike Air force 1 one,10.000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4818550_uploaded_image1_1719786868.jpg
Chaussures Puma,20.000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4818340_uploaded_image1_1719776186.jpg
Chaussures homme,20.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4773188_uploaded_image1_1717198170.jpg
Chaussures Wallabees,16.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4773175_uploaded_image1_1717197574.jpg
Chaussures homme,20.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4773166_uploaded_image1_1717197329.jpg
Chaussures,25.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4777884_uploaded_image1_1717456776.jpg
Chaussures homme,13.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4786880_uploaded_image1_1717890310.jpg
Chaussures homme,13.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4773152_uploaded_image1_1717196666.jpg
Chaussures homme,Prix.sur.demande,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4777880_uploaded_image1_1717456644.jpg
Chaussures Wallabees,16.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4773150_uploaded_image1_1717196617.jpg
Chaussures homme,20.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4777877_uploaded_image1_1717456407.jpg
Chaussures homme,15.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4786874_uploaded_image1_1717889971.jpg
Chaussures homme,20.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4791461_uploaded_image1_1718150073.jpg
Chaussures homme,13.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4791459_uploaded_image1_1718150019.jpg
Chaussures homme,13.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4783599_uploaded_image1_1717715956.jpg
Babouches marocaine,12.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4783580_uploaded_image1_1717715359.jpg
Chaussures homme,16.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4783571_uploaded_image1_1717714850.jpg
Chaussures homme,16.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4794837_uploaded_image1_1718321548.jpg
Chaussures homme,13.500,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4794833_uploaded_image1_1718321412.jpg
Chaussures homme,16.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4794826_uploaded_image1_1718321168.jpg
Chaussures homme,20.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4794819_uploaded_image1_1718320937.jpg
Chaussures homme,20.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4794817_uploaded_image1_1718320858.jpg
Chaussures homme,13.500,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4791416_uploaded_image1_1718147759.jpg
Chaussures en cuir,20.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4794809_uploaded_image1_1718320351.jpg
Chaussures homme,15.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4794810_uploaded_image1_1718320406.jpg
Chaussures Adidas,15.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4787712_uploaded_image1_1717958573.jpg
Chaussures marocain,12.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4787707_uploaded_image1_1717958267.jpg
Babouches homme,12.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4787705_uploaded_image1_1717958093.jpg
Chaussures homme,15.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4787653_uploaded_image1_1717956627.jpg
Chaussures homme,15.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4787635_uploaded_image1_1717956078.jpg
Chaussures homme,12.000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4811537_uploaded_image1_1719398354.jpg
Chaussures homme,25.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4765535_uploaded_image1_1716853094.jpg
Chaussures Berluti OG  et Timberland OG,22.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4810889_uploaded_image1_1719363126.jpg
Chaussures Adidas,23.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4810887_uploaded_image1_1719363018.jpg
Chaussures homme,Prix.sur.demande,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4809819_uploaded_image1_1719317288.jpg
Chaussures homme,40.000,"Ouakam, Dakar, Sénégal",https://images.coinafrique.com/thumb_4808863_uploaded_image1_1719262369.jpg
Chaussures homme,Prix.sur.demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4807512_uploaded_image1_1719212281.jpg
Chaussures homme,Prix.sur.demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4763201_uploaded_image1_1716743524.jpg
Chaussures,7.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4805651_uploaded_image1_1719063522.jpg
Baskets  Wallabess,16.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4758976_uploaded_image1_1716490846.jpg
Chaussures homme,18.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4758986_uploaded_image1_1716491059.jpg
Chaussures homme,13.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4758987_uploaded_image1_1716491130.jpg
Chaussures hommes,13.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4758099_uploaded_image1_1716465448.jpg
Chaussures Wallabess,16.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4758103_uploaded_image1_1716465563.jpg
Chaussures  cuir,18.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4758097_uploaded_image1_1716465363.jpg
Chaussures  homme,Prix.sur.demande,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4764173_uploaded_image1_1716803142.41.jpeg
Chaussures  homme,12.000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4764171_uploaded_image1_1716803045.29.jpeg
Chaussures  homme,12.000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4764167_uploaded_image1_1716802935.37.jpeg
Baskets Nocta Hot Step 2,Prix.sur.demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4802591_uploaded_image1_1718885783.jpg
Chaussures Air force 1,12.000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4800953_uploaded_image1_1718793957.jpg
Chaussures Wallabees,16.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4752604_uploaded_image1_1716192858.jpg
Chaussures homme,20.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4752570_uploaded_image1_1716191809.jpg
Chaussures Wallabees,16.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4752579_uploaded_image1_1716192077.jpg
Chaussures homme,25.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4752567_uploaded_image1_1716191754.jpg
Tapettes   homme,12.000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4758313_uploaded_image1_1716471347.23.jpeg
Chaussures  homme,12.000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4758290_uploaded_image1_1716470506.4.jpeg
Chaussures  homme,12.000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4758284_uploaded_image1_1716470352.58.jpeg
Chaussures homme,12.000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_4758276_uploaded_image1_1716470236.26.jpeg
Mocassins homme,15.000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4797442_uploaded_image1_1718537766.jpg
Chaussures homme,16.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4749589_uploaded_image1_1715984584.jpg
Chaussures homme,10.000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_4796829_uploaded_image1_1718468698.jpg
Babouches,10.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4796717_uploaded_image1_1718462652.jpg
Chaussures en cuir Lacoste,17.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4795174_uploaded_image1_1718358622.jpg
Chaussures homme,19.000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4795095_uploaded_image1_1718354941.jpg
Chaussures homme,20.000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4795093_uploaded_image1_1718354832.jpg
Chaussures homme,17.000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4795078_uploaded_image1_1718354466.jpg
Chaussures orthopédique en cuir,Prix.sur.demande,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4794855_uploaded_image1_1718323598.jpg
Chaussures homme,25.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4745469_uploaded_image1_1715792685.jpg
Babouches homme,10.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4794171_uploaded_image1_1718289849.jpg
Chaussures Timberland,18.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4793763_uploaded_image1_1718277991.jpg
Baskets Off white office,18.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4793755_uploaded_image1_1718277831.jpg
Chaussures de ville,20.000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4793610_uploaded_image1_1718273441.jpg
Sandales homme,6.000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4793606_uploaded_image1_1718273230.jpg
Sandales homme,6.000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4793599_uploaded_image1_1718273055.jpg
Chaussures homme,20.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4793537_uploaded_image1_1718271447.jpg
Chaussures Nike air Max TM,Prix.sur.demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4792399_uploaded_image1_1718202325.jpg
Mbarakis marocaines,10.000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4791974_uploaded_image1_1718189435.jpg
Chaussures homme,13.500,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4741886_uploaded_image1_1715634827.jpg
Chaussures homme,13.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4741893_uploaded_image1_1715635193.jpg
Baskets Nike Travis Scott 2024,Prix.sur.demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4790760_uploaded_image1_1718121586.jpg
Baskets Nocta hot step 2 2024,Prix.sur.demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4790737_uploaded_image1_1718121147.jpg
Baskets Nike Air Max DN,Prix.sur.demande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4790725_uploaded_image1_1718120922.jpg
Babouches marocain,10.000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_4787832_uploaded_image1_1717966010.jpg
Chaussures homme,20.000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4741646_uploaded_image1_1715624730.jpg
Chaussures homme,8.000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4741537_uploaded_image1_1715619488.jpg
Sandales orthopédique,12.000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4787396_uploaded_image1_1717942845.jpg
Chaussures orthopédiques,12.000,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4787391_uploaded_image1_1717942666.jpg
Chaussures Vans,25.000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_4786918_uploaded_image1_1717896377.jpg
Chaussures,19.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4786544_uploaded_image1_1717866246.jpg
Chaussures,20.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4786541_uploaded_image1_1717866111.jpg
Chaussures Temberland,35.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4786536_uploaded_image1_1717865997.jpg
Chaussures hommes,Prix.sur.demande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4786127_uploaded_image1_1717845738.jpg
Chaussures Wallabess,16.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4735545_uploaded_image1_1715294451.jpg
Chaussures homme,13.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4735524_uploaded_image1_1715293886.jpg
Chaussures homme,20.000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4785108_uploaded_image1_1717785645.jpg
Sandales Prada,17.000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4784803_uploaded_image1_1717772968.jpg
Chaussures homme,Prix.sur.demande,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_4783660_uploaded_image1_1717720616.jpg
Babouches homme,123,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4783530_uploaded_image1_1717713559.jpg
Chaussures homme,Prix.sur.demande,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_4783288_uploaded_image1_1717701554.jpg
Chaussures homme,Prix.sur.demande,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_4783261_uploaded_image1_1717700416.jpg
Chaussures homme,20.000,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_4782385_uploaded_image1_1717668252.jpg
Baskets Jordan 5,55.000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4781999_uploaded_image1_1717640663.jpg
Mocassins homme,20.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4781987_uploaded_image2_1717637179.jpeg
Sandales hommes,20.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4781983_uploaded_image1_1717636841.jpg
Chaussures hommes,Prix.sur.demande,"Diamalaye 1, Dakar, Sénégal",https://images.coinafrique.com/thumb_4781479_uploaded_image1_1717609712.jpg
Chaussures homme,16.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4729785_uploaded_image1_1715038803.jpg
Chaussures homme,18.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4729759_uploaded_image1_1715037871.jpg
Chaussures homme,18.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4729763_uploaded_image1_1715037943.jpg
Baskets Dior homme,Prix.sur.demande,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4779998_uploaded_image1_1717548690.jpg
Sandales Hermès,Prix.sur.demande,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_4779990_uploaded_image1_1717547960.jpg
chaussures de ville,25.000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_4779103_uploaded_image1_1717510161.jpg
Souliers,19.500,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4776102_uploaded_image1_1717386563.jpg
Chaussures friperie,Prix.sur.demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4775763_uploaded_image1_1717361809.jpg
Chaussures friperie,Prix.sur.demande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4775761_uploaded_image1_1717361697.jpg
Sandales,12.000,"Fann, Dakar, Sénégal",https://images.coinafrique.com/thumb_4775289_uploaded_image1_1717338322.jpg
Chaussures homme,16.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4724889_uploaded_image1_1714782393.jpg
Chaussures homme,16.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4724890_uploaded_image1_1714782459.jpg
Chaussures homme,20.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4724883_uploaded_image1_1714782168.jpg
Tapettes Adidas,4.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4774429_uploaded_image1_1717266943.jpg
Chaussures Nike airforce,14.000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_4774426_uploaded_image1_1717266824.jpg
