web-scraper-order,web-scraper-start-url,Chaussure,Chaussure-href,type_chaussure,prix,adresse,Image-src
"1739299544-88","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-adidas-topanga-2328512","Baskets Adidas Topanga","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328512_uploaded_image1_1592843736.jpg"
"1739299547-89","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-2328535","Baskets Nike glide noctra","30 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5002850_uploaded_image1_1729434066.jpg"
"1739299549-90","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-balenciaga-2328543","Baskets Balenciaga","50 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2932285_uploaded_image1_1612462567.jpg"
"1739299552-91","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-2328557","Baskets Nike Air Force","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4203575_uploaded_image1_1683284023.jpg"
"1739299554-92","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-zoom-2328563","Baskets Nike Zoom","40 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3518805_uploaded_image1_1641873386.jpg"
"1739299557-93","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-fila-2328568","Baskets Fila","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328568_uploaded_image1_1592844132.jpg"
"1739299559-94","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-mc-queen-2328577","Chaussures Mc Queen","22 500 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2328577_uploaded_image1_1592844206.jpg"
"1739299562-95","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-air-2328580","Baskets Nike Air Force","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4203575_uploaded_image1_1683284023.jpg"
"1739299564-96","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-2328688","Chaussures Nike airforce","14 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4774426_uploaded_image1_1717266824.jpg"
"1739299567-97","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-homme-2328881","Mocassins homme","13 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4130424_uploaded_image1_1678564334.jpg"
"1739299569-98","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2329547","Chaussures de ville","15 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5145826_uploaded_image1_1737473583.jpg"
"1739299572-99","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2329616","Chaussures homme","3 500 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4986975_uploaded_image1_1728568504.jpg"
"1739299574-100","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-vans-2330004","Chaussures Vans","9 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_2349765_uploaded_image1_1593168269.jpg"
"1739299577-101","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-2330006","Chaussures  Nike Vapormax","20 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4376689_uploaded_image1_1694698408.jpg"
"1739299579-102","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-2330007","Chaussures  Nike Vapormax","20 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4376689_uploaded_image1_1694698408.jpg"
"1739299582-103","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2330010","Chaussures  Nike Vapormax","20 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4376689_uploaded_image1_1694698408.jpg"
"1739299584-104","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2330014","Chaussures homme","25 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_3958997_uploaded_image1_1668074385.jpg"
"1739299587-105","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2330017","Chaussures  Nike Vapormax","20 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4376689_uploaded_image1_1694698408.jpg"
"1739299589-106","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-2330020","Chaussures  Nike Vapormax","20 000 CFA","Biscuiterie, Dakar, Sénégal","https://images.coinafrique.com/thumb_4376689_uploaded_image1_1694698408.jpg"
"1739299592-107","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-wallabies-2330231","Chaussures Wallabees","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4773175_uploaded_image1_1717197574.jpg"
"1739299594-108","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/wallabies-homme-2330237","Chaussures Wallabies homme","16 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4038294_uploaded_image1_1673043382.jpg"
"1739299597-109","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2330238","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739299599-110","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2330244","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739299602-111","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2330250","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739299605-112","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2330257","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739299607-113","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2330259","Chaussures  homme","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_5157484_uploaded_image1_1738078792.jpg"
"1739299611-114","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-sebago-2330293","Chaussures homme Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2330311_uploaded_image1_1592868925.jpg"
"1739299615-115","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-sebago-2330297","Chaussures Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2362721_uploaded_image1_1593386610.jpg"
"1739299617-116","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/mocassins-sebago-2330306","Mocassins Sebago","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3220762_uploaded_image1_1625921018.jpg"
"1739299620-117","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-sebago-2330311","Chaussures homme Sebago","10 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2330311_uploaded_image1_1592868925.jpg"
"1739299625-118","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/adidas-yeezy-2331799","Chaussures Adidas Yeezy","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3216212_uploaded_image1_1625724646.jpg"
"1739299629-119","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/wallabies-2331884","Chaussures Wallabees","20 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2474591_uploaded_image1_1595516743.jpg"
"1739299632-120","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-2331890","Chaussures Timberland","17 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2483462_uploaded_image1_1595711688.jpg"
"1739299635-121","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-timberland-2331900","Chaussures Timberland","17 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2483462_uploaded_image1_1595711688.jpg"
"1739299639-122","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2331911","Chaussures homme","Prix sur demande","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4705168_uploaded_image1_1713797424.jpg"
"1739299644-123","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-presto-2331921","Baskets Nike Presto","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2331943_uploaded_image1_1592906238.jpg"
"1739299647-124","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/nike-presto-2331930","Baskets Nike Presto","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2331943_uploaded_image1_1592906238.jpg"
"1739299650-125","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/baskets-nike-presto-2331943","Baskets Nike Presto","15 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2331943_uploaded_image1_1592906238.jpg"
"1739299653-126","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussure-alexander-mqueen-2331960","Chaussure Alexander Mqueen","20 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_2331960_uploaded_image1_1592906384.jpg"
"1739299656-127","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-nike-2332108","Sandales  Nike","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2345958_uploaded_image1_1593099804.jpg"
"1739299659-128","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-nike-2332115","Chaussures Nike airforce","14 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4774426_uploaded_image1_1717266824.jpg"
"1739299664-129","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-versace-2332165","Chaussures Versace","25 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2332165_uploaded_image1_1592908462.jpg"
"1739299668-130","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2332254","Mocassins homme","30 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4674278_uploaded_image1_1712167618.jpg"
"1739299672-131","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-homme-2332256","Mocassins homme","30 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_4674278_uploaded_image1_1712167618.jpg"
"1739299675-132","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-nike-apple-2332542","Sandales Nike  Apple","6 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2332542_uploaded_image1_1592911866.jpg"
"1739299683-133","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/sandales-homme-2332571","Sandales homme","20 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4932549_uploaded_image1_1725710116.jpg"
"1739299687-134","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-gucci-2332623","Chaussures Gucci","6 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_2332623_uploaded_image1_1592912576.jpg"
"1739299689-135","https://sn.coinafrique.com/categorie/chaussures-homme?page=118","favorite_border4années","https://sn.coinafrique.com/annonce/chaussures-homme/chaussures-orthopediques-2333038","Chaussures orthopédiques","15 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4662523_uploaded_image2_1711544961.jpeg"
